channel_handle,channel_name,subscribers,n_videos,total_views,median_views,max_views,mean_duration_sec,top_video_title
@Allaster,Allaster,775000.0,7,3127554,371198,1155232,3288,Захват всего мира в СОЛО Kenshi Genesis | 150 дней спустя
channel/UCA61H4fWOMHikLcUFKyQUog,KATSEYE,10100000.0,7,69158853,2223651,31581384,617,“Internet Girl” Visualizer | KATSEYE
@GWEJE_OFFICIAL,GWEJ_COMEDY,29500.0,7,1985170,225305,534685,485,Normal day ekasi 5
@twinsvideopro.6291,Twins video pro.,9170.0,7,57100,128,53398,556,"Champion Arsenal Celebration Song (2026), The Gunners"
@metal-pump,Metal Pump,134000.0,7,1595982,92556,1165978,436,Como Perder Los Flotadores RÁPIDO (sin dietas)
@feelinfitout.,Feel in fit out ,41000.0,7,39561,3376,21995,483,RUTINA 3 DIAS para ganar MASA MUSCULAR | SOLO TOALLA 💪
@GoodWorkMB,Good Work,1590000.0,7,11413637,1350372,3969988,934,Silicon Valley's new miracle drug
@RedFitnessHero,Red Fitness Hero,279.0,7,15046,371,12710,346,Los UNICOS 4 Ejercicios que necesitas en CASA
@charles-le-chauve,五回目は正直【ゆっくり解説】,,7,636336,92804,111754,1382,【ゆっくり解説】醜いイエスこそ正しい説【歴史解説】
@HistoryMatters,History Matters,1900000.0,7,4370099,570836,818837,518,Why did Austria-Hungary do so poorly in World War One? (Short Animated Documentary)
@suijiba,すいじば SUIJIBA,,7,2787841,403261,530299,648,揚州糸玉炒飯を超えるチャーハンはあるのだろうか
@emilyha25,emily ha,1400000.0,7,2644383,355854,547214,1315,WHAT I EAT IN A DAY AS A HIGH SCHOOLER *my school went into lockdown*
@fowlerillus,Hardy Fowler - Digital Painting Studio,214000.0,7,108923,14356,22529,775,Undeniably Cool - Why Some Art Just Hits
@elfedelobo,El Fedelobo,8450000.0,7,10142350,737509,5635908,2446,Resident Evil: TODA La Saga en 1 Video
@jefsescritor,JEFSEscritor,12900.0,7,172469,8030,73023,1852,Alas de Hierro: Leí 900 páginas... y 850 fueron relleno
@emmikochteinfach,Emmi kocht einfach,,7,185816,21708,53717,192,Bärlauch Pesto in 15 Minuten – so schmeckt der Frühling im Glas
@booksbycinderer,BooksbyCinderer,68300.0,6,89637,13696,21756,1581,¡26 LIBROS PARA 2026! 📖 Novedades literarias de 2026✨ Todos los libros que quiero leer
channel/UChzRJQ-MbpcIxFT5YLW1R9w,Juniper Dev,400000.0,6,1251001,224308,307061,756,"The ""Number Go Up"" Addiction"
@PauFitYT,Pau Fit,1550000.0,6,4265058,383928,2483024,697,Como Tener CINTURA DE AVISPA y ABDOMEN PLANO En 7 DIAS | Rutina de Cintura y Abdomen ACTUALIZADA
@gameofcoffee4504,GameOfCoffee,84700.0,6,5554,674,1855,878,SATISFACTORY me hizo SENTIR SATISFACCION... por la AUTOMATIZACION
@MadMorphMovieClub,MadMorph Movie Club,,6,1409775,246150,513466,1772,THE BONE TEMPLE Ending Explained - What it's REALLY about
channel/UCg-RkUY5LWy9qL1RBt2y0oA,Lost Relic Games,98500.0,6,124751,17578,46385,610,Adobe is trying to kill my indie game..
channel/UCa-lsDvCuyK6ZmkRLDlnzsg,LinuxChad,64500.0,6,177727,16536,94473,1021,¿Cuál es el lenguaje de programación MÁS DIFÍCIL?
@yasminakandi,Yasmina Kandi,72900.0,6,274414,42678,88397,811,"GRWM: first week of school 🗒️🎀 *realistic* morning routine, productive, study vlog, school days"
@SaraSabate,Sara Sabaté,456000.0,6,151185,25114,34986,1417,15 cosas para elevar la rutina
@tilscience,Today I Learned Science,741000.0,6,6479812,769272,2907648,3066,Amelia Earhart Didn't Crash. She Survived. Here's What the Evidence Shows.
@ciellever,ciel,47300.0,6,916685,17123,738822,632,go live a life you're actually interested in
@ENCurtis,ENCurtis,124000.0,6,224177,27308,101236,1484,Lumber Core: The woodworking technique that feels like magic
@ElectroBOOM,ElectroBOOM,8710000.0,6,2681061,489367,708032,895,Components Giving Birth?! (LATITY-018)
@Umdocumentario,Um Documentário,,6,491490,33824,363272,3359,Como foi a Era do Gelo no Brasil (e quase ninguém sabe) | Documentário Completo
@WeoBu,WeoBu,108000.0,6,369516,55243,105240,1490,Tôi KHEN/CHÊ (chủ yếu là chê) anime MÙA ĐÔNG 2026
@MissCourt,Miss_Court,181000.0,6,5442,1052,1575,1608,Big Helmet Heroes is better with friends!
@frederickfamilyco,Frederick Family Co. ,3110.0,6,92834,5956,56413,1735,Our small business went VIRAL we made $22k in one week! TikTok shop tips and small business advice
@VictorStaris,Victor Staris,84600.0,5,33364,5574,12483,663,How I Paint Environments From Start to Finish (Concept Art Tutorial)
@Anikasdiylife,Anika's DIY Life,119000.0,5,27732,5382,7409,982,7 Things Your Speed Square Can Do (That You Probably Aren't Using!)
@ArchiePE,Archie2,104000.0,5,280712,7210,158519,967,TODA LA HISTORIA DE CRASH BANDICOOT (1-15)
@ArchivoMitológico,Archivo Mitológico,157000.0,5,151015,26845,48916,1037,¿Por qué los HÉROES siempre usan ESPADAS? | Archivo mitológico |
@ArielBissett,Ariel Bissett,361000.0,5,771803,131765,255437,1839,I Did 4 Tiny Projects to Make My House Feel like a Fairytale
@ConvergenciaDigital,Convergencia Digital,166000.0,5,127504,20208,43107,1393,TODOS los DIGIMON NUEVOS del 2025
@CatPodcastTV,CatPodcast,9060.0,5,270153,15385,219608,167,Cat Podcast | WHY DO HUMANS WORK?
@PaperPumpkin,Paper Pumpkin,26500.0,5,67844,13187,16135,474,Lakeside Retreat: April 2026 Paper Pumpkin Kit | All-Inclusive Crafting Kit | #StampinUp
@JexsYT,Jexs,12400000.0,5,11355728,2519727,2648175,882,MI CAMBIO FISICO - JEXS
@woodworkingprojects636,woodworking projects,24800.0,5,1000,144,393,127,How to Bend Wood for a Perfect Spiral Staircase | Woodworking Master Technique
@NickYYa,Nick Y Ya,1450000.0,5,672603,138625,258759,10214,◼️El REY más PODEROSO REENCARNÓ con sus RECUERDOS | TBATE | RESUMEN (PARTE 1 - 11)
@eylemabaci,Eylem Abaci,913000.0,5,194251,40826,59195,667,8 MIN ASAP ABS WORKOUT | Get Visible Abs Fast! | Eylem Abaci
@Hector.Pulido,Hector Pulido,29300.0,5,14709,2872,7526,2458,5 ventajas INCREÍBLES de tener UNA VPS [2026]
@GlassReflection,Glass Reflection,577000.0,5,153265,20114,60014,2293,I Watched EVERY SINGLE NEW ANIME of the WINTER 2026 Season...
@user-lg3merasikyou,最強のメラ,,5,403590,80267,100988,3815,「最後の一人まで戦う！」を本気で実行した結果、国民がほぼ全滅したやばすぎるパラグアイ戦争【ゆっくり歴史解説】
@DotDager,Dot Dager,137000.0,5,263958,30809,161338,668,CÓMO TOMAR APUNTES (pero bien).
@sunnysidebysun,Sunnyside Studios,10500.0,5,112143,3195,62374,762,I Made $10K at Art Markets. Here’s Why Most Small Businesses Don’t Sell
@TheDIYGuy1,The DIY Guy,696000.0,5,1334778,201875,574134,904,£15 Radiator Upgrades That Heat Your Room Fast!
@anicavivanco,Anica Vivanco,221000.0,4,284623,32944,193086,516,GRWM para LA ESCUELA!!!!! 😱🏫🎀
channel/UCbmxD65RaUSAGgCnk-_ZO6w,Pablo Prompt ,51700.0,4,53446,4228,44521,534,KLING 3.0 - La MEJOR IA para CREAR VIDEOS | TUTORIAL COMPLETO de ALI VS TYSON 🎥🥊
@wendyhung930,Wendy Hung,,4,18298,5022,6607,1110,🇯🇵東京6天5夜家族旅行！總算把東京逛街地圖美食清單一網打盡｜family trip to Tokyo
@MIAMIVICELIFESTYLE,MIAMI VICE LIFESTYLE,322000.0,4,158858,41932,52065,1892,Cómo Nos Conocimos… No Fue Como Esperábamos!
@TheEntireHistoryDocumentaries,The Entire History,38900.0,4,175947,35458,98881,8050,The ENTIRE History of Islam  (Documentary)
channel/UC08E4SuRUD4EK4ULvh_WkLA,Su Presencia Worship,1030000.0,4,1470029,228296,970626,1014,🛟 SALVAVIDAS - Su Presencia Worship 🛟- Sana Nuestra Tierra | Música Cristiana 2026
@LimusYT,Limus,45500.0,4,65129,17432,28659,2932,Stop Trying to Purify Horror (It's meant to be disturbing)
@TechnologyConnections,Technology Connections,3130000.0,4,8346556,1645236,4032828,3402,You are being misled about renewable energy technology.
@BAHGNATV,BAHGNA TV,444000.0,4,2899514,788508,1173347,265,Shewit Mezgebo - New Tigrigna music 2026 -ወላይ _ Welay  (Official video)
@famitsugamelive,ファミ通ゲーム実況ch,35700.0,4,57074,3604,48966,3347,【ハロプロ】つばきファクトリー小野田紗栞、石井泉羽、村田結生、土居楓奏の「ハロ通GAMES」。『桃鉄2』でガチ対決！
@ashleyogarcia,Ashley Garcia,509000.0,4,310517,77364,112014,1479,"LA travel vlog • girls trip itinerary, shopping, and more mukbang! 🍔🇺🇸"
@ElOtAkU_,El OtAku ,51500.0,4,1020183,95948,814052,2953,ESTE PAYASO NOS COMIO 🔥 | The Freak Circus – Juego Completo
@LeeshBrock,Leesh Brock,22400.0,3,31531,13503,16268,1146,"rio de janeiro vlog 2026 | beach days, brazil nightlife & the most beautiful hotel in rio 🇧🇷🌊"
@dopeydoom,dopey,12500.0,3,134478,39160,71702,1062,New Virtual Cr*ck Just Hit The Streets... | Devil Spire Falls
@Shunks,Shunks,102000.0,3,317608,121962,161495,1415,We Don't Talk About Rocket Monkeys
@MajokkoMeimi,Meimi Majokko【Glitch Stars】,21100.0,3,3677,1038,1612,177,【Original】Happy Ending Ever After【Majokko Meimi】
@ChadSciences,ChadSciences,,3,192049,65963,115633,1702,Les 22 Paradoxes les plus FOUS de la Science
channel/UChcgcbX3zMBwd0wTJyy2JlA,Hikaru Utada,,3,146905,52055,59336,2191,"BiBiYUA ""Hikaru Utada Only Mix"" |  TOWER RECORDS SHIBUYA"
@Dani4x,The games play,56200.0,3,2574,920,1192,169,😲_-BUILD A BIG CHEST FAST 🔥 INTENSE CHEST DAY WORKOUT#home workout #African
@BlacktailStudio,Blacktail Studio,3430000.0,3,5103603,2048974,2190038,2428,The one where I meet a new girl
@tatsugoro17,たつごろう,,3,156996,52232,63376,1150,【共働き夫婦】今までの育児を見直すことにした
@Nexcrime,Nexcrime,2180.0,3,315087,1656,312504,1637,Killer Realizes He's Been Caught 40 Years Later
channel/UCMZuTkc7QVXTSXsZbq66fNQ,Manuel Galan Music,789.0,3,7898,241,7530,227,Making Of - Sunday Miniature 44 - Creación y producción musical
@gigguk,Gigguk,3630000.0,3,2979474,1012201,1285688,1549,Best of Anime 2025
channel/UCJeH7gl6PbDVV4DTldIOPOA,Evanescence,8060000.0,3,4951143,1870559,3046563,350,Evanescence – Who Will You Follow (Official Music Video)
channel/UCo7TRj3cS-f_1D9ZDmuTsjw,町田ちま【にじさんじ】,,2,2519322,1259661,1891849,206,"JANE DOE / 町田ちま, 北見遊征 (Cover)"
@MatesMike,Mates Mike,387000.0,2,146737,73368,85801,806,El Teorema de los 4 COLORES y la POLÉMICA de los Ordenadores en Matemáticas
@MashiroMeme,ましろ,598000.0,2,945657,472828,628017,676,メリーの水槽 / ましろ爻   cover
channel/UCl2IJolc7idWjQt88s4ukng,ChardiTronic,28200.0,2,8310,4155,5352,705,Devlog Nostalgic Joe: ¿Cómo va el desarrollo? (Juego indie estilo retro anime)
@RatoCreator,Rato Creator,63400.0,2,1352085,676042,1335028,1154,Making diy mini house Construction Process | mini diy bricks and cemented new house Construction |
@AntiKash,Anti Kash,3620.0,2,3698,1849,3038,650,The Anime that Teaches us How to Grieve | Journal With Witch Review
@karimero,Karimero,645000.0,2,144238,72119,76087,1480,Misterios Pokemon RESUELTOS TRAS DÉCADAS!
@DmitryLukinDIY,Dmitry Lukin,146000.0,2,384626,192313,206783,1692,Oddly Satisfying Electric Wires Installation | Dream House DIY Project
@Jules1,Jules,,2,6575842,3287921,4170687,4263,Die Geschichte vom Drachenlord
@AlvaMajo,Alva Majo,679000.0,2,330593,165296,166614,762,Hacen un editor de niveles por mi
@Juanitr0x,Juanitrox ,25100.0,2,3600,1800,2261,1445,Platiné El JUEGO donde tu ERES El JEFE FINAL
@Joshi_Gulki,The G-Spot,223000.0,2,81019,40510,64815,947,Yaadein set Tour❤️| Gulki Joshi | @Joshi_Gulki
@redgggod,REDGOD,1150.0,2,21005,10502,18016,1338,China is Proof Communism DOES Work: Debunking MentisWave
channel/UC1FQWQ3y3-e8l1pCtWhJt5A,Vaundy,,2,8228072,4114036,6134835,246,呼び声(NHK総合「Vaundy 18祭」テーマソング) / Vaundy：MUSIC VIDEO
@HumorHubbbbbbb,Humor Hub,115000.0,2,45450,22725,23801,504,Best Funny Shorts of March 2026 💀😂 | Humor Hub
@zarftnoise,Zarft Noise,108000.0,2,246858,123429,182599,4880,BLASPHEMOUS 2 | HISTORIA EXPLICADA 𝒄𝒐𝒏 𝒎𝒆𝒎𝒆𝒔
@Delta_yukkuri,デルタのゆっくり科学,,2,183673,91836,134998,1298,最も多くの人の命を奪った学説 ～ルイセンコ学説～【ゆっくり解説】
@SummerChannel,Summer Channel,,2,99104,49552,70793,1352,2026 广州懒人包自由行｜5天4夜行程＋美食住宿＋交通攻略【VLOG】【Eng Sub】1/2
channel/UCM8F3UFEs95v8nil07Qd80Q,CAZZU ,7850000.0,2,7287964,3643982,3777088,212,Cazzu - Perdón si no te llamé (Official Video)
channel/UCJgGc8pQO1lv04VXrBxA_Hg,Carlos Azaustre - AprendiendoDEV,157000.0,2,3319,1660,2060,450,El teclado que reemplaza al Stream Deck | Corsair Galleon 100SD Review
@bionyo,bionyo,17200.0,2,25090,12545,15727,2803,"Getting It Together 🫵🏼🔮 small biz vlog | realistic goals, packing orders, art markets & journal tour"
channel/UCuZauhpzZ_EqXauciF78eaQ,Manuel Murcia,109000.0,1,1148,1148,1148,215,iPhone CARGA LENTO? 🚀¡¡PRUEBA ESTO!!⚡ (x2 Rápido)
channel/UCzPBIyFM_VyXgG9At-1Il4Q,MISIA,,1,123860,123860,123860,345,MISIA「Higher Love」（from THE TOUR OF MISIA 2025 LOVE NEVER DIES）
@akaitomato_V,あかいとまとVtuber,15000.0,1,1321,1321,1321,242,〖 MV 〗赤心のアリア / あかいとまと
channel/UCdR_AsuI1Bq4eUFj08St4tw,Rye,197000.0,1,168092,168092,168092,1092,I Turned My Fear of Fish Into a Game
channel/UCZuPJZ2kGFdlbQu1qotZaHw,KAROL G,41100000.0,1,3886148,3886148,3886148,276,"KAROL G, Greg Gonzalez - Después de ti (Visualizer)"
channel/UCYEUxkdgQrgL-MzmLwRO_Ew,宮川大聖 / みやかわくん,835000.0,1,360428,360428,360428,151,『IRIS OUT』歌ってみた【宮川大聖】
@DanielMuggleton,Daniel Muggleton,8730.0,1,34230,34230,34230,473,The Difference between Australians & Americans | Daniel Muggleton | Stand-Up Comedy 2026
@zias7937,ZIAS!,5070000.0,1,908100,908100,908100,4693,Zias & B Lou React To Drake - ICEMAN
@GaspardG,Gaspard G,,1,559574,559574,559574,1190,L'Affaire qui peut faire tomber Marine Le Pen
@HistoryTime,History Time,1320000.0,1,102685,102685,102685,5747,After Alexander - The Mysterious Kingdom Of The Greco-Bactrians // Ancient History Documentary
@JonasTyroller,Jonas Tyroller,230000.0,1,54322,54322,54322,4411,How to Make Anything Fun
@Mistahh310,Mistahh,1180.0,1,368,368,368,807,The Greatest Volleyball Manga You Can't Read || Harigane Service
@eumedalhei,Medalhei Olimpíadas,,1,728,728,728,802,O MEDALHEI POR DENTRO (ATUALIZADO 2026)
channel/UCzfyW6wo2Q123IqMKe7B_Qw,Alan Daitch,76600.0,1,9475,9475,9475,463,EL NUEVO NANO BANANA 2 es EXCELENTE 🍌 lo exprimimos al MÁXIMO
